roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out
91786,1647658,2,5302825,1,0,510,3
91786,1647659,3,5302828,1,0,441,5
91786,1647660,4,5302833,1,0,231,2
91786,1647661,5,5302835,1,0,398,4
91786,1647662,6,5302839,1,0,532,6
91786,1647662,6,5302840,2,0,240,5
91786,1647663,7,5302845,1,0,424,4
91786,1647664,8,5302849,1,0,185,3
91786,1647665,9,5302852,1,0,433,4
91786,1647666,10,5302856,1,0,391,4
91786,1647667,11,5302860,1,0,563,5
91786,1647668,12,5302865,1,0,402,5
91786,1647668,12,5302867,3,0,35,3
91786,1647669,13,5302870,1,0,209,3
91786,1647670,14,5302873,1,0,377,4
91786,1647671,15,5302877,1,0,148,2
91786,1647672,16,5302879,1,0,309,4
91786,1647673,17,5302883,1,0,230,4
91786,1647674,18,5302887,1,0,534,5
91787,1647675,1,5302892,1,0,388,3
91787,1647676,2,5302895,1,0,510,5
91787,1647677,3,5302900,1,0,441,5
91787,1647678,4,5302905,1,0,231,3
91787,1647679,5,5302908,1,0,398,5
91787,1647680,6,5302913,1,0,532,5
91787,1647681,7,5302918,1,0,424,4
91787,1647682,8,5302922,1,0,185,3
91787,1647683,9,5302925,1,0,433,3
91787,1647684,10,5302928,1,0,391,5
91787,1647685,11,5302933,1,0,563,4
91787,1647686,12,5302937,1,0,402,6
91787,1647687,13,5302943,1,0,209,4
91787,1647688,14,5302947,1,0,377,4
91787,1647689,15,5302951,1,0,148,3
91787,1647690,16,5302954,1,0,309,4
91787,1647691,17,5302958,1,0,230,3
91787,1647692,18,5302961,1,0,534,6
93456,1677717,1,5404877,1,0,442,4
93456,1677718,2,5404881,1,0,201,3
93456,1677719,3,5404884,1,0,427,4
93456,1677720,4,5404888,1,0,430,5
